"row","count.x","abv","ibu","id","beer","style","brewery_id","ounces","style2","count.y","brewery","city","state","label"
"304",304,0.0559999999999999,37,888,"1327 Pod's ESB","Extra Special / Strong Bitter (ESB)",380,12,NA,381,"Blue Blood Brewing Company","Lincoln","NE","1327 Pod's ESB (Blue Blood Brewing Company)"
"305",305,0.0559999999999999,37,886,"1327 Pod's ESB","Extra Special / Strong Bitter (ESB)",380,12,NA,381,"Blue Blood Brewing Company","Lincoln","NE","1327 Pod's ESB (Blue Blood Brewing Company)"
"306",306,0.0559999999999999,37,612,"1327 Pod's ESB","Extra Special / Strong Bitter (ESB)",380,12,NA,381,"Blue Blood Brewing Company","Lincoln","NE","1327 Pod's ESB (Blue Blood Brewing Company)"
"307",307,0.046,35,611,"834 Happy As Ale","American Pale Ale (APA)",380,12,"American Pale Ale (APA)",381,"Blue Blood Brewing Company","Lincoln","NE","834 Happy As Ale (Blue Blood Brewing Company)"
"308",308,0.059,NA,1372,"Yellow Collar","Mead",422,12,NA,423,"Blue Dog Mead","Eugene","OR","Yellow Collar (Blue Dog Mead)"
"309",309,0.059,NA,1371,"Green Collar","Mead",422,12,NA,423,"Blue Dog Mead","Eugene","OR","Green Collar (Blue Dog Mead)"
"310",310,0.08,80,1812,"Quarter Mile Double IPA","American Double / Imperial IPA",304,12,"American Double / Imperial IPA",305,"Blue Hills Brewery","Canton","MA","Quarter Mile Double IPA (Blue Hills Brewery)"
"311",311,0.059,60,1547,"Full Nelson Pale Ale","American Pale Ale (APA)",382,12,"American Pale Ale (APA)",383,"Blue Mountain Brewery","Afton","VA","Full Nelson Pale Ale (Blue Mountain Brewery)"
"312",312,0.065,30,1546,"Steel Wheels ESB","Extra Special / Strong Bitter (ESB)",382,12,NA,383,"Blue Mountain Brewery","Afton","VA","Steel Wheels ESB (Blue Mountain Brewery)"
"313",313,0.053,22,1545,"Blue Mountain Classic Lager","Euro Pale Lager",382,12,NA,383,"Blue Mountain Brewery","Afton","VA","Blue Mountain Classic Lager (Blue Mountain Brewery)"
"314",314,0.059,60,119,"Full Nelson Pale Ale (2010)","American Pale Ale (APA)",382,12,"American Pale Ale (APA)",383,"Blue Mountain Brewery","Afton","VA","Full Nelson Pale Ale (2010) (Blue Mountain Brewery)"
"315",315,0.049,16,1408,"KÃ¶lsch 151","KÃ¶lsch",414,12,NA,415,"Blue Mountain Brewery","Arrington","VA","KÃ¶lsch 151 (Blue Mountain Brewery)"
"316",316,NA,NA,2490,"Professor Black","American Stout",77,12,NA,78,"Blue Owl Brewing","Austin","TX","Professor Black (Blue Owl Brewing)"
"317",317,NA,NA,2489,"Little Boss","American Pale Wheat Ale",77,12,"American Pale Wheat Ale",78,"Blue Owl Brewing","Austin","TX","Little Boss (Blue Owl Brewing)"
"318",318,NA,NA,2488,"Van Dayum!","American Amber / Red Ale",77,12,"American Amber / Red Ale",78,"Blue Owl Brewing","Austin","TX","Van Dayum! (Blue Owl Brewing)"
"319",319,NA,NA,2487,"Spirit Animal","American Pale Ale (APA)",77,12,"American Pale Ale (APA)",78,"Blue Owl Brewing","Austin","TX","Spirit Animal (Blue Owl Brewing)"
"320",320,0.07,NA,939,"Toxic Sludge","American Black Ale",489,16,NA,490,"Blue Point Brewing Company","Patchogue","NY","Toxic Sludge (Blue Point Brewing Company)"
"321",321,0.06,40,692,"Blue Point White IPA","American White IPA",489,12,NA,490,"Blue Point Brewing Company","Patchogue","NY","Blue Point White IPA (Blue Point Brewing Company)"
"322",322,0.044,16,667,"Blue Point Summer Ale","American Blonde Ale",489,12,"American Blonde Ale",490,"Blue Point Brewing Company","Patchogue","NY","Blue Point Summer Ale (Blue Point Brewing Company)"
"323",323,0.055,28,665,"Toasted Lager","Vienna Lager",489,12,NA,490,"Blue Point Brewing Company","Patchogue","NY","Toasted Lager (Blue Point Brewing Company)"
"324",324,0.06,NA,1607,"Bohemian Export Lager","Dortmunder / Export Lager",364,12,NA,365,"Bohemian Brewery","Midvale","UT","Bohemian Export Lager (Bohemian Brewery)"
"325",325,0.053,NA,1597,"Altus Bohemes Altbier","Altbier",364,12,NA,365,"Bohemian Brewery","Midvale","UT","Altus Bohemes Altbier (Bohemian Brewery)"
"326",326,0.04,NA,344,"Cherny Bock","Schwarzbier",364,12,NA,365,"Bohemian Brewery","Midvale","UT","Cherny Bock (Bohemian Brewery)"
"327",327,0.05,NA,89,"Czech Pilsner","Czech Pilsener",364,12,NA,365,"Bohemian Brewery","Midvale","UT","Czech Pilsner (Bohemian Brewery)"
"328",328,0.05,NA,88,"Viennese Lager","Vienna Lager",364,12,NA,365,"Bohemian Brewery","Midvale","UT","Viennese Lager (Bohemian Brewery)"
"329",329,0.065,NA,1569,"Mad Manatee IPA","American IPA",378,12,"American IPA",379,"Bold City Brewery","Jacksonville","FL","Mad Manatee IPA (Bold City Brewery)"
"330",330,0.055,NA,1568,"Killer Whale Cream Ale","Cream Ale",378,12,NA,379,"Bold City Brewery","Jacksonville","FL","Killer Whale Cream Ale (Bold City Brewery)"
"331",331,0.06,NA,1188,"Duke's Cold Nose Brown Ale","American Brown Ale",378,12,NA,379,"Bold City Brewery","Jacksonville","FL","Duke's Cold Nose Brown Ale (Bold City Brewery)"
"332",332,0.042,30,1891,"Longhop IPA","American IPA",281,16,"American IPA",282,"Bolero Snort Brewery","Ridgefield Park","NJ","Longhop IPA (Bolero Snort Brewery)"
"333",333,0.04,34,1890,"Lucky Buck","Irish Dry Stout",281,16,NA,282,"Bolero Snort Brewery","Ridgefield Park","NJ","Lucky Buck (Bolero Snort Brewery)"
"334",334,0.051,NA,577,"Bomb Lager (New Recipe)","Munich Helles Lager",525,12,NA,526,"Bomb Beer Company","New York","NY","Bomb Lager (New Recipe) (Bomb Beer Company)"
"335",335,0.045,27,513,"Bomb Lager (Old Recipe)","Munich Helles Lager",525,12,NA,526,"Bomb Beer Company","New York","NY","Bomb Lager (Old Recipe) (Bomb Beer Company)"
"336",336,0.066,72,2422,"Firestarter India Pale Ale","American IPA",107,12,"American IPA",108,"Bonfire Brewing Company","Eagle","CO","Firestarter India Pale Ale (Bonfire Brewing Company)"
"337",337,0.075,22,1727,"Kilt Dropper Scotch Ale","Scotch Ale / Wee Heavy",107,16,NA,108,"Bonfire Brewing Company","Eagle","CO","Kilt Dropper Scotch Ale (Bonfire Brewing Company)"
"338",338,0.048,30,1614,"Wood Splitter Pilsner","Czech Pilsener",107,16,NA,108,"Bonfire Brewing Company","Eagle","CO","Wood Splitter Pilsner (Bonfire Brewing Company)"
"339",339,0.0559999999999999,26,1613,"Gyptoberfest","MÃ¤rzen / Oktoberfest",107,12,NA,108,"Bonfire Brewing Company","Eagle","CO","Gyptoberfest (Bonfire Brewing Company)"
"340",340,0.07,94,1549,"Farmer Wirtz India Pale Ale","English India Pale Ale (IPA)",107,16,NA,108,"Bonfire Brewing Company","Eagle","CO","Farmer Wirtz India Pale Ale (Bonfire Brewing Company)"
"341",341,0.047,NA,1548,"Slow & Steady Golden Ale","American Blonde Ale",107,12,"American Blonde Ale",108,"Bonfire Brewing Company","Eagle","CO","Slow & Steady Golden Ale (Bonfire Brewing Company)"
"342",342,0.068,NA,1517,"Pink-I Raspberry IPA","American IPA",107,16,"American IPA",108,"Bonfire Brewing Company","Eagle","CO","Pink-I Raspberry IPA (Bonfire Brewing Company)"
"343",343,0.047,NA,1500,"Moe's Original Bar B Que 'Bama Brew Golden Ale","American Blonde Ale",107,12,"American Blonde Ale",108,"Bonfire Brewing Company","Eagle","CO","Moe's Original Bar B Que 'Bama Brew Golden Ale (Bonfire Brewing Company)"
"344",344,0.047,NA,1421,"Live Local Golden Ale","American Blonde Ale",107,12,"American Blonde Ale",108,"Bonfire Brewing Company","Eagle","CO","Live Local Golden Ale (Bonfire Brewing Company)"
"345",345,0.048,38,1360,"Screaming Eagle Special Ale ESB","Extra Special / Strong Bitter (ESB)",107,12,NA,108,"Bonfire Brewing Company","Eagle","CO","Screaming Eagle Special Ale ESB (Bonfire Brewing Company)"
"346",346,0.049,NA,1184,"Dirtbag Dunkel","Munich Dunkel Lager",107,16,NA,108,"Bonfire Brewing Company","Eagle","CO","Dirtbag Dunkel (Bonfire Brewing Company)"
"347",347,0.053,45,1183,"Kindler Pale Ale","American Pale Ale (APA)",107,12,"American Pale Ale (APA)",108,"Bonfire Brewing Company","Eagle","CO","Kindler Pale Ale (Bonfire Brewing Company)"
"348",348,0.064,NA,1023,"Mistress Winter Wheat","Winter Warmer",107,12,NA,108,"Bonfire Brewing Company","Eagle","CO","Mistress Winter Wheat (Bonfire Brewing Company)"
"349",349,0.061,NA,998,"Tent Pole Vanilla Porter","American Porter",107,16,NA,108,"Bonfire Brewing Company","Eagle","CO","Tent Pole Vanilla Porter (Bonfire Brewing Company)"
"350",350,0.0579999999999999,NA,997,"Awry Rye Pale Ale","American Pale Ale (APA)",107,12,"American Pale Ale (APA)",108,"Bonfire Brewing Company","Eagle","CO","Awry Rye Pale Ale (Bonfire Brewing Company)"
"351",351,0.0579999999999999,NA,996,"Demshitz Brown Ale","American Brown Ale",107,12,NA,108,"Bonfire Brewing Company","Eagle","CO","Demshitz Brown Ale (Bonfire Brewing Company)"
"352",352,0.048,NA,931,"Wood Splitter Pilsner (2012)","Czech Pilsener",107,12,NA,108,"Bonfire Brewing Company","Eagle","CO","Wood Splitter Pilsner (2012) (Bonfire Brewing Company)"
"353",353,0.048,NA,798,"Brush Creek Blonde","American Blonde Ale",107,16,"American Blonde Ale",108,"Bonfire Brewing Company","Eagle","CO","Brush Creek Blonde (Bonfire Brewing Company)"
"354",354,0.066,72,633,"Firestarter India Pale Ale","American IPA",107,16,"American IPA",108,"Bonfire Brewing Company","Eagle","CO","Firestarter India Pale Ale (Bonfire Brewing Company)"
"355",355,0.071,16,2062,"Noche Dulce","American Porter",231,16,NA,232,"Borderlands Brewing Company","Tucson","AZ","Noche Dulce (Borderlands Brewing Company)"
"356",356,0.045,8,1830,"Porch Rocker","Radler",300,12,NA,301,"Boston Beer Company","Boston","MA","Porch Rocker (Boston Beer Company)"
"357",357,0.065,45,1629,"Rebel IPA","American IPA",300,16,"American IPA",301,"Boston Beer Company","Boston","MA","Rebel IPA (Boston Beer Company)"
"358",358,0.055,NA,1601,"Cold Snap","Witbier",300,12,NA,301,"Boston Beer Company","Boston","MA","Cold Snap (Boston Beer Company)"
"359",359,0.0559999999999999,NA,1427,"Samuel Adams Winter Lager","Bock",300,12,NA,301,"Boston Beer Company","Boston","MA","Samuel Adams Winter Lager (Boston Beer Company)"
"360",360,0.049,30,1349,"Boston Lager","Vienna Lager",300,16,NA,301,"Boston Beer Company","Boston","MA","Boston Lager (Boston Beer Company)"
"361",361,0.049,30,1310,"Boston Lager","Vienna Lager",300,12,NA,301,"Boston Beer Company","Boston","MA","Boston Lager (Boston Beer Company)"
"362",362,0.053,15,1281,"Samuel Adams Octoberfest","MÃ¤rzen / Oktoberfest",300,12,NA,301,"Boston Beer Company","Boston","MA","Samuel Adams Octoberfest (Boston Beer Company)"
"363",363,0.053,7,1144,"Samuel Adams Summer Ale","American Pale Wheat Ale",300,12,"American Pale Wheat Ale",301,"Boston Beer Company","Boston","MA","Samuel Adams Summer Ale (Boston Beer Company)"
"364",364,0.049,30,1143,"Boston Lager","Vienna Lager",300,12,NA,301,"Boston Beer Company","Boston","MA","Boston Lager (Boston Beer Company)"
"365",365,0.049,35,1395,"Hazed & Infused","American Pale Ale (APA)",417,12,"American Pale Ale (APA)",418,"Boulder Beer Company","Boulder","CO","Hazed & Infused (Boulder Beer Company)"
"366",366,0.057,35,808,"Hoopla Pale Ale","American Pale Ale (APA)",417,12,"American Pale Ale (APA)",418,"Boulder Beer Company","Boulder","CO","Hoopla Pale Ale (Boulder Beer Company)"
"367",367,0.049,35,81,"Hazed & Infused (2010)","American Pale Ale (APA)",417,12,"American Pale Ale (APA)",418,"Boulder Beer Company","Boulder","CO","Hazed & Infused (2010) (Boulder Beer Company)"
"368",368,0.062,80,2596,"Heavy Lifting","American IPA",31,12,"American IPA",32,"Boulevard Brewing Company","Kansas City","MO","Heavy Lifting (Boulevard Brewing Company)"
"369",369,0.065,NA,2300,"1492","American Pale Ale (APA)",167,12,"American Pale Ale (APA)",168,"Boxcar Brewing Company","West Chester","PA","1492 (Boxcar Brewing Company)"
"370",370,0.0579999999999999,NA,2299,"Mango Ginger","American IPA",167,12,"American IPA",168,"Boxcar Brewing Company","West Chester","PA","Mango Ginger (Boxcar Brewing Company)"
"371",371,0.047,NA,2298,"Passenger","English Dark Mild Ale",167,12,NA,168,"Boxcar Brewing Company","West Chester","PA","Passenger (Boxcar Brewing Company)"
"372",372,0.06,52,2107,"Plum St. Porter","American Porter",219,12,NA,220,"Bozeman Brewing Company","Bozeman","MT","Plum St. Porter (Bozeman Brewing Company)"
"373",373,0.057,52,1573,"Plum St. Porter","American Porter",219,12,NA,220,"Bozeman Brewing Company","Bozeman","MT","Plum St. Porter (Bozeman Brewing Company)"
"374",374,0.07,80,1289,"Bozone HopZone IPA","American IPA",219,12,"American IPA",220,"Bozeman Brewing Company","Bozeman","MT","Bozone HopZone IPA (Bozeman Brewing Company)"
"375",375,0.06,25,1288,"Bozone Hefe Weizen","Hefeweizen",219,12,NA,220,"Bozeman Brewing Company","Bozeman","MT","Bozone Hefe Weizen (Bozeman Brewing Company)"
"376",376,0.055,NA,470,"Bozone Select Amber Ale","American Amber / Red Ale",219,12,"American Amber / Red Ale",220,"Bozeman Brewing Company","Bozeman","MT","Bozone Select Amber Ale (Bozeman Brewing Company)"
"377",377,0.052,40,2167,"Evil Owl","American Amber / Red Ale",207,12,"American Amber / Red Ale",208,"Branchline Brewing Company","San Antonio","TX","Evil Owl (Branchline Brewing Company)"
"378",378,0.05,NA,2204,"Post Time KÃ¶lsch","KÃ¶lsch",195,16,NA,196,"Breakside Brewery","Portland","OR","Post Time KÃ¶lsch (Breakside Brewery)"
"379",379,0.042,9,1522,"Agave Wheat","American Pale Wheat Ale",391,12,"American Pale Wheat Ale",392,"Breckenridge Brewery","Denver","CO","Agave Wheat (Breckenridge Brewery)"
"380",380,0.045,15,397,"SummerBright Ale","American Pale Wheat Ale",391,12,"American Pale Wheat Ale",392,"Breckenridge Brewery","Denver","CO","SummerBright Ale (Breckenridge Brewery)"
"381",381,0.062,68,193,"Lucky U IPA","American IPA",391,12,"American IPA",392,"Breckenridge Brewery","Denver","CO","Lucky U IPA (Breckenridge Brewery)"
"382",382,0.054,19,83,"Avalanche Ale","American Amber / Red Ale",391,12,"American Amber / Red Ale",392,"Breckenridge Brewery","Denver","CO","Avalanche Ale (Breckenridge Brewery)"
"383",383,0.05,NA,1802,"You're My Boy, Blue","Fruit / Vegetable Beer",308,12,NA,309,"Brew Bus Brewing","Tampa","FL","You're My Boy, Blue (Brew Bus Brewing)"
"384",384,0.072,60,1801,"Last Stop IPA","American IPA",308,12,"American IPA",309,"Brew Bus Brewing","Tampa","FL","Last Stop IPA (Brew Bus Brewing)"
"385",385,0.05,21,1800,"Rollin Dirty Red Ale","Irish Red Ale",308,12,NA,309,"Brew Bus Brewing","Tampa","FL","Rollin Dirty Red Ale (Brew Bus Brewing)"
"386",386,0.055,28,1799,"Are Wheat There Yet?","American Pale Wheat Ale",308,12,"American Pale Wheat Ale",309,"Brew Bus Brewing","Tampa","FL","Are Wheat There Yet? (Brew Bus Brewing)"
"387",387,0.0579999999999999,NA,2619,"Insert Hop Reference","American Pale Ale (APA)",19,16,"American Pale Ale (APA)",20,"Brew Link Brewing","Plainfield","IN","Insert Hop Reference (Brew Link Brewing)"
"388",388,0.053,NA,2468,"Manitou Amber","American Amber / Red Ale",85,16,"American Amber / Red Ale",86,"Brewery Terra Firma","Traverse City","MI","Manitou Amber (Brewery Terra Firma)"
"389",389,0.067,NA,2637,"Belfort","Saison / Farmhouse Ale",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Belfort (Brewery Vivant)"
"390",390,0.06,NA,2636,"Star Runner","Belgian Pale Ale",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Star Runner (Brewery Vivant)"
"391",391,0.098,NA,2598,"Tart Side of the Barrel","American Double / Imperial Stout",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Tart Side of the Barrel (Brewery Vivant)"
"392",392,0.06,NA,2597,"Linnaeus Mango IPA","American IPA",10,16,"American IPA",11,"Brewery Vivant","Grand Rapids","MI","Linnaeus Mango IPA (Brewery Vivant)"
"393",393,0.07,NA,2548,"Beasts A'Burnin'","Rauchbier",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Beasts A'Burnin' (Brewery Vivant)"
"394",394,0.077,NA,2542,"Verdun","BiÃ¨re de Garde",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Verdun (Brewery Vivant)"
"395",395,0.065,NA,2541,"Barrel Aged Triomphe","Belgian IPA",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Barrel Aged Triomphe (Brewery Vivant)"
"396",396,0.065,NA,2504,"Cherry Doppelbock","Doppelbock",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Cherry Doppelbock (Brewery Vivant)"
"397",397,0.065,NA,2500,"Tropical Saison","Saison / Farmhouse Ale",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Tropical Saison (Brewery Vivant)"
"398",398,0.065,NA,2499,"Beach Patrol","Witbier",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Beach Patrol (Brewery Vivant)"
"399",399,0.05,NA,2498,"Nuit Serpent","Belgian IPA",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Nuit Serpent (Brewery Vivant)"
"400",400,0.09,NA,2481,"Paris","Saison / Farmhouse Ale",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Paris (Brewery Vivant)"
"401",401,0.055,NA,2476,"The Grand Army","Belgian IPA",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","The Grand Army (Brewery Vivant)"
"402",402,0.059,NA,2467,"Acidulated Trip","Saison / Farmhouse Ale",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Acidulated Trip (Brewery Vivant)"
"403",403,0.066,NA,2466,"Root Stock","Rye Beer",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Root Stock (Brewery Vivant)"
"404",404,0.0409999999999999,NA,2465,"Mind Games","Dunkelweizen",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Mind Games (Brewery Vivant)"
"405",405,0.0819999999999999,NA,2433,"Sous Chef","Belgian Strong Pale Ale",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Sous Chef (Brewery Vivant)"
"406",406,0.065,NA,2418,"Dubbelicious","Dubbel",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Dubbelicious (Brewery Vivant)"
"407",407,0.062,NA,2416,"Psychopomp","Belgian Dark Ale",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Psychopomp (Brewery Vivant)"
"408",408,NA,NA,2382,"Fat Paczki","Belgian Dark Ale",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Fat Paczki (Brewery Vivant)"
"409",409,NA,NA,2381,"Earth-Like Planets","Belgian Pale Ale",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Earth-Like Planets (Brewery Vivant)"
"410",410,0.061,NA,2290,"Ski Patrol","Witbier",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Ski Patrol (Brewery Vivant)"
"411",411,0.063,NA,2241,"Viking Ice Hole","Oatmeal Stout",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Viking Ice Hole (Brewery Vivant)"
"412",412,0.0559999999999999,NA,2240,"Rye Porter","American Porter",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Rye Porter (Brewery Vivant)"
"413",413,0.099,NA,2137,"Wizard Burial Ground","Quadrupel (Quad)",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Wizard Burial Ground (Brewery Vivant)"
"414",414,0.051,NA,2101,"Smoky Wheat","Rauchbier",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Smoky Wheat (Brewery Vivant)"
"415",415,0.062,NA,2092,"BRIPA","Belgian IPA",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","BRIPA (Brewery Vivant)"
"416",416,0.062,NA,2091,"Mela","Belgian Dark Ale",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Mela (Brewery Vivant)"
"417",417,0.053,NA,2086,"W.I.P.A Snappa","Belgian IPA",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","W.I.P.A Snappa (Brewery Vivant)"
"418",418,0.063,NA,2023,"Pepper in the Rye","Rye Beer",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Pepper in the Rye (Brewery Vivant)"
"419",419,0.064,NA,2006,"Moe Lasses'","American Stout",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Moe Lasses' (Brewery Vivant)"
"420",420,0.07,NA,1997,"Pumpkin Tart","Fruit / Vegetable Beer",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Pumpkin Tart (Brewery Vivant)"
"421",421,0.067,NA,1977,"Undertaker","Belgian Dark Ale",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Undertaker (Brewery Vivant)"
"422",422,0.067,NA,1976,"Undertaker (2014)","Belgian Dark Ale",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Undertaker (2014) (Brewery Vivant)"
"423",423,0.05,NA,1974,"Coq D'Or","Belgian Pale Ale",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Coq D'Or (Brewery Vivant)"
"424",424,0.06,NA,1973,"North French","BiÃ¨re de Garde",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","North French (Brewery Vivant)"
"425",425,0.065,NA,1959,"Agent a Deux","Belgian Dark Ale",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Agent a Deux (Brewery Vivant)"
"426",426,0.045,NA,1958,"Belgian Wit","Witbier",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Belgian Wit (Brewery Vivant)"
"427",427,0.063,NA,1949,"Pothole Stout","American Stout",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Pothole Stout (Brewery Vivant)"
"428",428,0.093,NA,1947,"Tree Bucket","Belgian IPA",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Tree Bucket (Brewery Vivant)"
"429",429,0.073,NA,1785,"Le Flaneur Ale","American Wild Ale",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Le Flaneur Ale (Brewery Vivant)"
"430",430,0.0559999999999999,NA,1651,"Maize & Blueberry","Fruit / Vegetable Beer",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Maize & Blueberry (Brewery Vivant)"
"431",431,0.093,NA,1443,"Trebuchet Double IPA","American Double / Imperial IPA",10,16,"American Double / Imperial IPA",11,"Brewery Vivant","Grand Rapids","MI","Trebuchet Double IPA (Brewery Vivant)"
"432",432,0.065,NA,1352,"Contemplation","BiÃ¨re de Garde",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Contemplation (Brewery Vivant)"
"433",433,0.05,NA,1267,"Black Rabbit","American Black Ale",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Black Rabbit (Brewery Vivant)"
"434",434,0.09,NA,1266,"Zaison","Saison / Farmhouse Ale",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Zaison (Brewery Vivant)"
"435",435,0.0819999999999999,NA,1178,"Vivant Tripel","Tripel",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Vivant Tripel (Brewery Vivant)"
"436",436,0.098,NA,1136,"Tart Side of the Moon","Belgian Dark Ale",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Tart Side of the Moon (Brewery Vivant)"
"437",437,0.06,NA,1044,"Big Red Coq","American Amber / Red Ale",10,16,"American Amber / Red Ale",11,"Brewery Vivant","Grand Rapids","MI","Big Red Coq (Brewery Vivant)"
"438",438,0.099,NA,1033,"Hubris Quadrupel Anniversary Ale","Quadrupel (Quad)",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Hubris Quadrupel Anniversary Ale (Brewery Vivant)"
"439",439,0.095,NA,1031,"Plow Horse Belgian Style Imperial Stout","American Double / Imperial Stout",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Plow Horse Belgian Style Imperial Stout (Brewery Vivant)"
"440",440,0.092,NA,909,"Escoffier Bretta Ale","American Wild Ale",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Escoffier Bretta Ale (Brewery Vivant)"
"441",441,0.065,NA,873,"Contemplation (2012)","BiÃ¨re de Garde",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Contemplation (2012) (Brewery Vivant)"
"442",442,0.099,NA,860,"Vivant Belgian Style Imperial Stout (2012)","Russian Imperial Stout",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Vivant Belgian Style Imperial Stout (2012) (Brewery Vivant)"
"443",443,0.062,NA,677,"Big Red Coq (2012)","American Amber / Red Ale",10,16,"American Amber / Red Ale",11,"Brewery Vivant","Grand Rapids","MI","Big Red Coq (2012) (Brewery Vivant)"
"444",444,0.09,NA,671,"Zaison (2012)","Saison / Farmhouse Ale",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Zaison (2012) (Brewery Vivant)"
"445",445,0.092,NA,670,"Vivant Tripel (2012)","Tripel",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Vivant Tripel (2012) (Brewery Vivant)"
"446",446,0.0969999999999999,NA,669,"Trebuchet Double IPA (2012)","Belgian IPA",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Trebuchet Double IPA (2012) (Brewery Vivant)"
"447",447,0.085,NA,627,"Kludde","Belgian Strong Dark Ale",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Kludde (Brewery Vivant)"
"448",448,0.055,NA,387,"Farm Hand","Saison / Farmhouse Ale",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Farm Hand (Brewery Vivant)"
"449",449,0.06,NA,385,"Solitude","Belgian Pale Ale",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Solitude (Brewery Vivant)"
"450",450,0.065,NA,384,"Triomphe","Belgian IPA",10,16,NA,11,"Brewery Vivant","Grand Rapids","MI","Triomphe (Brewery Vivant)"
"451",451,NA,NA,1096,"Tampa Pale Ale","American Pale Ale (APA)",467,12,"American Pale Ale (APA)",468,"Brindle Dog Brewing Company","Tampa Bay","FL","Tampa Pale Ale (Brindle Dog Brewing Company)"
"452",452,NA,NA,1095,"Orange Grove Wheat Ale","American Pale Wheat Ale",467,12,"American Pale Wheat Ale",468,"Brindle Dog Brewing Company","Tampa Bay","FL","Orange Grove Wheat Ale (Brindle Dog Brewing Company)"
"453",453,0.061,NA,2456,"Broad Brook Ale","American Amber / Red Ale",89,16,"American Amber / Red Ale",90,"Broad Brook Brewing LLC","East Windsor","CT","Broad Brook Ale (Broad Brook Brewing LLC)"
"454",454,0.05,15,921,"Northern Lights Amber Ale","American Amber / Red Ale",493,12,"American Amber / Red Ale",494,"Broken Tooth Brewing Company","Anchorage","AK","Northern Lights Amber Ale (Broken Tooth Brewing Company)"
"455",455,0.052,17,920,"Polar Pale Ale","American Pale Ale (APA)",493,12,"American Pale Ale (APA)",494,"Broken Tooth Brewing Company","Anchorage","AK","Polar Pale Ale (Broken Tooth Brewing Company)"
"456",456,0.048,NA,919,"Chugach Session Ale","Cream Ale",493,12,NA,494,"Broken Tooth Brewing Company","Anchorage","AK","Chugach Session Ale (Broken Tooth Brewing Company)"
"457",457,0.061,64,648,"Fairweather IPA","American IPA",493,12,"American IPA",494,"Broken Tooth Brewing Company","Anchorage","AK","Fairweather IPA (Broken Tooth Brewing Company)"
